,Name,Encoded Name,Searched City,Yelp URL,Yelp Rating,Yelp Num Reviews,Yelp Address,Yelp Cost,Yelp Neighborhood,Yelp Tags
1647,El Charro Mexican Restaurant,El%20Charro%20Mexican%20Restaurant,Kent,https://www.yelp.com/biz/el-charro-mexican-restaurant-kent,3,74,"10218 SE 240th St Kent, WA 98031",Unclaimed,S 102nd Ave,['Mexican']
1648,Main Garden,Main%20Garden,Kent,https://www.yelp.com/biz/main-garden-kent,4,105,"24437 Russell Rd Ste 120 Kent, WA 98032",Unclaimed,See all photos from Erica C. for Main Garden,['Chinese']
1649,El Charro Mexican Restaurant,El%20Charro%20Mexican%20Restaurant,Kent,https://www.yelp.com/biz/el-charro-mexican-restaurant-kent,3,74,"10218 SE 240th St Kent, WA 98031",Unclaimed,S 102nd Ave,['Mexican']
1650,Yummy Meats & Deli,Yummy%20Meats%20%26%20Deli,Kent,https://www.yelp.com/biz/yummy-meats-and-deli-renton,4.2,149,"509 S 3rd St Unit B Renton, WA 98057",$$,See all photos from Ronald W. for Yummy Meats & Deli,"['New American', 'Chicken Shop', 'Sandwiches']"
1651,Tomo,Tomo,Kent,https://www.yelp.com/biz/tomo-seattle,3.7,123,"9811 16th Ave SW Seattle, WA 98106",$$$$,See all photos from Lan N. for Tomo,"['New American', 'Bars', 'Seafood']"
1652,Chopsticks,Chopsticks,Kent,https://www.yelp.com/biz/chopsticks-cuisine-seattle-10,3.8,209,"7347 35th Ave NE Ste A Seattle, WA 98115",$$,Ravenna,['Chinese']
1653,Taqueria El Ranchito,Taqueria%20El%20Ranchito,Kent,https://www.yelp.com/biz/taqueria-el-ranchito-kent-2,4.1,91,"26220 116th Ave SE Ste 106 Kent, WA 98030",$,276th St,['Mexican']
1654,Mom’s Kitchen,Mom%E2%80%99s%20Kitchen,Kent,https://www.yelp.com/biz/moms-kitchen-seattle,5,4,"400 Pine St Seattle, WA 98101",,Downtown,['Indian']
1655,Wingstop,Wingstop,Kent,https://www.yelp.com/biz/wingstop-seattle-3,2.9,117,"10002 Aurora Ave N Ste 42 Seattle, WA 98133",$$,See all photos from Marie B. for Wingstop,['Chicken Wings']
1656,Discount Produce and Fruit Market,Discount%20Produce%20and%20Fruit%20Market,Kent,https://www.yelp.com/biz/discount-produce-and-fruit-market-kent-2,3.6,11,"24202 104th Ave SE Kent, WA 98031",$,See all photos from Jeff N. for Discount Produce and Fruit Market,"['International Grocery', 'Sushi Bars']"
1657,Kilimanjaro Restaurant and Cafe,Kilimanjaro%20Restaurant%20and%20Cafe,Kent,https://www.yelp.com/biz/kilimanjaro-restaurant-and-cafe-seattle,4.8,27,"16006 B International Blvd Seattle, WA 98188",,See all photos from Cole K. for Kilimanjaro Restaurant and Cafe,"['African', 'Asian Fusion']"
1658,Duke’s Seafood,Duke%E2%80%99s%20Seafood,Kent,https://www.yelp.com/biz/duke-s-seafood-seattle-3,4,1308,"1111 Fairview Ave N Seattle, WA 98109",$$,See all photos from Wendi K. for Duke’s Seafood,"['Seafood', 'Burgers', 'Fish & Chips']"
1659,Marlaina’s Mediterranean Kitchen,Marlaina%E2%80%99s%20Mediterranean%20Kitchen,Kent,https://www.yelp.com/biz/marlainas-mediterranean-kitchen-burien-2,4.6,291,"643 SW 152nd St Burien, WA 98166",$$,See all photos from Katherine C. for Marlaina's Mediterranean Kitchen,"['Mediterranean', 'Desserts', 'Kebab']"
1660,Kamal Da Dhaba,Kamal%20Da%20Dhaba,Kent,https://www.yelp.com/biz/kamal-da-dhaba-kent-3,3.4,77,"10225 SE 256th St Kent, WA 98030",$$,S 104th Ave & S 102nd Pl,"['Indian', 'Halal']"
1661,Hachi-ko,Hachi-ko,Kent,https://www.yelp.com/biz/hachi-ko-seattle-2,3.4,73,"17801 International Blvd Seattle, WA 98158",Unclaimed,See all photos from Tawny V. for Hachi-ko,"['Sushi Bars', 'Japanese', 'Breakfast & Brunch']"
1662,Pac Island Grill,Pac%20Island%20Grill,Kent,https://www.yelp.com/biz/pac-island-grill-federal-way,3.9,403,"2012 S 320th St Ste H Federal Way, WA 98003",$$,See all photos from Jinyen C. for Pac Island Grill,"['Barbeque', 'Hawaiian']"
1663,Tacos Mexico,Tacos%20Mexico,Kent,https://www.yelp.com/biz/tacos-mexico-kent,4.7,41,"24608 36th Ave S Kent, WA 98032",Unclaimed,S 38th Ave & S 35th Pl,['Mexican']
1664,Tomo,Tomo,Kent,https://www.yelp.com/biz/tomo-seattle,3.7,123,"9811 16th Ave SW Seattle, WA 98106",$$$$,See all photos from Lan N. for Tomo,"['New American', 'Bars', 'Seafood']"
1665,Manraj Palace Cuisine of India,Manraj%20Palace%20Cuisine%20of%20India,Kent,https://www.yelp.com/biz/manraj-palace-cuisine-of-india-kent,4.4,453,"13003 SE Kent Kangley Rd Ste 115 Kent, WA 98030",$$,See all photos from Alma B. for Manraj Palace Cuisine of India,['Indian']
1666,Mochinut Southcenter,Mochinut%20Southcenter,Kent,https://www.yelp.com/biz/mochinut-southcenter-seattle-4,3.6,119,"2800 South Center Mall Ste FC12 Seattle, WA 98188",,See all photos from Shay B. for Mochinut - Southcenter,"['Donuts', 'Hot Dogs', 'Bubble Tea']"
1667,Antojitos Locos,Antojitos%20Locos,Kent,https://www.yelp.com/biz/antojitos-locos-burien,3.7,19,"123 SW 152nd St Burien, WA 98166",Unclaimed,S 2nd Ave & S 1st Ave,"['Grocery', 'Mexican']"
1668,Crockett’s Public House,Crockett%E2%80%99s%20Public%20House,Kent,https://www.yelp.com/biz/crockett-s-public-house-maple-valley,3.4,355,"26300 238th Ave SE Maple Valley, WA 98038",$$,See all photos from Jen W. for Crockett’s Public House,"['American', 'Desserts', 'Cocktail Bars']"
1669,Duke’s Seafood,Duke%E2%80%99s%20Seafood,Kent,https://www.yelp.com/biz/duke-s-seafood-seattle-3,4,1308,"1111 Fairview Ave N Seattle, WA 98109",$$,See all photos from Wendi K. for Duke’s Seafood,"['Seafood', 'Burgers', 'Fish & Chips']"
1670,Monte Carlo Pub,Monte%20Carlo%20Pub,Kent,https://www.yelp.com/biz/monte-carlo-pub-kent-2,3.6,15,"1617 W Meeker St Kent, WA 98032",$$$$,Write a Review,"['Pubs', 'New American', 'Sports Bars']"
1671,Hot Pho,Hot%20Pho,Kent,https://www.yelp.com/biz/hot-as-pho-seattle-2,3.8,202,"1414 2nd Ave Seattle, WA 98101",$$,See all photos from John G. for Hot As Pho,['Vietnamese']
1672,Juba Restaurant & Cafe,Juba%20Restaurant%20%26%20Cafe,Kent,https://www.yelp.com/biz/juba-restaurant-and-cafe-tukwila,4.5,240,"14223 Tukwila International Blvd Tukwila, WA 98168",$$,142nd St & 144th St,"['African', 'Ethiopian', 'Somali']"
1673,Vinifera Wine Bar & Bistro,Vinifera%20Wine%20Bar%20%26%20Bistro,Kent,https://www.yelp.com/biz/vinifera-wine-bar-and-bistro-auburn,4.1,249,"18 Auburn Way S Auburn, WA 98002",$$,S A St & S 2nd St,"['Wine Bars', 'New American', 'Cocktail Bars']"
1674,Bruchelle’s Bagel Bistro,Bruchelle%E2%80%99s%20Bagel%20Bistro,Kent,https://www.yelp.com/biz/bruchelles-bagel-bistro-covington-2,4.4,243,"16340 SE 256th St Ste 400 Covington, WA 98042",$$,Write a Review,"['Bagels', 'Sandwiches', 'Cocktail Bars']"
1675,Bahama Breeze,Bahama%20Breeze,Kent,https://www.yelp.com/biz/bahama-breeze-tukwila-2,3.8,1132,"15700 Southcenter Pkwy Tukwila, WA 98188",$$,Tukwila Pky,"['Bars', 'Seafood', 'Latin American']"
1676,IHOP,IHOP,Kent,https://www.yelp.com/biz/ihop-seattle-4,3.3,288,"950 E Madison St Seattle, WA 98122",$$,First Hill,"['American', 'Breakfast & Brunch', 'Burgers']"
1677,Mr Camaron,Mr%20Camaron,Kent,https://www.yelp.com/biz/mr-camaron-kent,3.5,19,"1819 W Meeker St Kent, WA 98032",Unclaimed,Write a Review,"['Seafood', 'Mexican']"
1678,Jay Berry’s Cafe,Jay%20Berry%E2%80%99s%20Cafe,Kent,https://www.yelp.com/biz/jay-berrys-cafe-renton,3.9,572,"16341 Renton Issaquah Rd SE Renton, WA 98059",$$,S 164th Ave & S 163rd Ave,"['Breakfast & Brunch', 'Cafes', 'Pizza']"
1679,UnderGround Kitchen,UnderGround%20Kitchen,Federal Way,https://www.yelp.com/biz/underground-kitchen-federal-way-3,4.2,410,"1805 S 316th St Ste 106 Federal Way, WA 98003",$$,Write a Review,"['Beer Bar', 'Chicken Wings']"
1680,Kitchen Remix,Kitchen%20Remix,Federal Way,https://www.yelp.com/biz/kitchen-remix-federal-way,4.2,98,"33304 Pacific Hwy S Ste 307 Federal Way, WA 98003",,See all photos from Vasily K. for Kitchen Remix,['Korean']
1681,Seoul Hotdog,Seoul%20Hotdog,Federal Way,https://www.yelp.com/biz/seoul-hotdog-lynnwood,4.6,233,"18415 33rd Ave W Ste F Lynnwood, WA 98037",$,Write a Review,"['Korean', 'Hot Dogs', 'Fast Food']"
1682,MyungIn Dumplings,MyungIn%20Dumplings,Federal Way,https://www.yelp.com/biz/myungin-dumplings-federal-way,4.5,103,"33310 Pacific Hwy S Ste 408 Federal Way, WA 98003",$$,See all photos from Rachel V. for MyungIn Dumplings,['Korean']
1683,Tokyo-ya Ramen & Izakaya,Tokyo-ya%20Ramen%20%26%20Izakaya,Federal Way,https://www.yelp.com/biz/tokyo-ya-ramen-and-izakaya-federal-way,4.3,1180,"31507 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Breanna V. for Tokyo-ya Ramen & Izakaya,"['Ramen', 'Noodles', 'Izakaya']"
1684,Shabu Shabuya,Shabu%20Shabuya,Federal Way,https://www.yelp.com/biz/shabu-shabuya-federal-way-2,4,98,"31406 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Tori L. for Shabu Shabuya,"['Korean', 'Hot Pot', 'Japanese']"
1685,Engimono Ramen & Dim Sum,Engimono%20Ramen%20%26%20Dim%20Sum,Federal Way,https://www.yelp.com/biz/engimono-ramen-and-dim-sum-federal-way,3.9,197,"1426 S 324th St Ste B-201 Federal Way, WA 98003",$$,See all photos from Kirstin H. for Engimono Ramen & Dim Sum,"['Dim Sum', 'Ramen']"
1686,So Moon Nan Jib,So%20Moon%20Nan%20Jib,Federal Way,https://www.yelp.com/biz/so-moon-nan-jib-federal-way,4.1,606,"33324 Pacific Hwy S Ste 203 Federal Way, WA 98003",$$,See all photos from Vanessa A. for So Moon Nan Jib,"['Korean', 'Barbeque']"
1687,Birrieria Gourmet,Birrieria%20Gourmet,Federal Way,https://www.yelp.com/biz/birrieria-gourmet-federal-way,4.3,36,"30640 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Christine S. for Birrieria Gourmet,"['Food Trucks', 'Tacos']"
1688,Pimienta Bistro & Bar,Pimienta%20Bistro%20%26%20Bar,Federal Way,https://www.yelp.com/biz/pimienta-bistro-and-bar-federal-way-2,4.4,378,"34029 Hoyt Rd SW Ste C Federal Way, WA 98023",$$,See all photos from Ceivy M. for Pimienta Bistro & Bar,"['Latin American', 'Modern European']"
1689,Lumpia World,Lumpia%20World,Federal Way,https://www.yelp.com/biz/lumpia-world-federal-way-6,4.2,150,"1610 S 341st Pl Ste J Federal Way, WA 98003",Unclaimed,S 18th Pl & S 16th Ave,"['Filipino', 'Japanese', 'Asian Fusion']"
1690,Sizzle & Crunch Vietnamese Grill,Sizzle%20%26%20Crunch%20Vietnamese%20Grill,Federal Way,https://www.yelp.com/biz/sizzle-and-crunch-seattle,4.2,478,"1313 NE 42nd St Seattle, WA 98105",$$,University District,"['Vietnamese', 'Sandwiches', 'Asian Fusion']"
1691,Yeadahm Korean Soup House,Yeadahm%20Korean%20Soup%20House,Federal Way,https://www.yelp.com/biz/yeadahm-house-of-samgyetang-federal-way,4.5,42,"31218 Pacific Hwy S Ste H Federal Way, WA 98003",$$,See all photos from Mia K. for Yeadahm House of Samgyetang,"['Korean', 'Soup', 'Noodles']"
1692,Pac Island Grill,Pac%20Island%20Grill,Federal Way,https://www.yelp.com/biz/pac-island-grill-federal-way,3.9,403,"2012 S 320th St Ste H Federal Way, WA 98003",$$,See all photos from Jinyen C. for Pac Island Grill,"['Barbeque', 'Hawaiian']"
1693,Nami Sushi,Nami%20Sushi,Federal Way,https://www.yelp.com/biz/nami-sushi-federal-way,4.4,313,"31260 Pacific Hwy S Ste 12 Federal Way, WA 98003",$$,See all photos from Liz B. for Nami Sushi,"['Sushi Bars', 'Japanese', 'Asian Fusion']"
1694,DaeBak Wang Mandoo,DaeBak%20Wang%20Mandoo,Federal Way,https://www.yelp.com/biz/daebak-wang-mandoo-federal-way,4.4,256,"33100 Pacific Hwy S Ste 5 Federal Way, WA 98003",$,330th St,"['Korean', 'Noodles']"
1695,Traditional Korean Beef Soup,Traditional%20Korean%20Beef%20Soup,Federal Way,https://www.yelp.com/biz/traditional-korean-beef-soup-edmonds,4.2,298,"22929 Hwy 99 Edmonds, WA 98026",$$,See all photos from Nelson L. for Traditional Korean Beef Soup,"['Korean', 'Soup']"
1696,Bogul Bogul Cafe,Bogul%20Bogul%20Cafe,Federal Way,https://www.yelp.com/biz/bogul-bogul-cafe-federal-way,3.9,196,"33320 Pacific Hwy S Ste 106 Federal Way, WA 98003",$$,336th St & 333rd St,['Korean']
1697,The Mill Steakhouse + Spirits,The%20Mill%20Steakhouse%20%2B%20Spirits,Federal Way,https://www.yelp.com/biz/the-mill-steakhouse-spirits-milton,3.7,581,"900 Meridian Ave E Ste 50 Milton, WA 98354",$$,See all photos from Yasmin M. for The Mill Steakhouse + Spirits,"['Sports Bars', 'Steakhouses', 'American']"
1698,May May Hong Kong BBQ,May%20May%20Hong%20Kong%20BBQ,Federal Way,https://www.yelp.com/biz/may-may-hong-kong-bbq-federal-way-2,4.2,228,"1414 S 324th St Ste B111 Federal Way, WA 98003",$$,See all photos from Jessilyn C. for May May Hong Kong BBQ,"['Cantonese', 'Bubble Tea', 'Barbeque']"
1699,Mama Stortini’s - Federal Way,Mama%20Stortini%E2%80%99s%20-%20Federal%20Way,Federal Way,https://www.yelp.com/biz/mama-stortinis-federal-way-federal-way,3.8,285,"1911 South 320th St Federal Way, WA 98003",$$,S 20th Ave & S Pacific Hwy,"['Italian', 'Wine Bars', 'American']"
1700,Señor Taco,Se%C3%B1or%20Taco,Federal Way,https://www.yelp.com/biz/se%25C3%25B1or-taco-federal-way-2,,,,,,
1701,Red Stone Tofu House,Red%20Stone%20Tofu%20House,Federal Way,https://www.yelp.com/biz/red-stone-tofu-house-federal-way,3.8,255,"1616 S 325th St Federal Way, WA 98003",$$,See all photos from Tori L. for Red Stone Tofu House,"['Korean', 'Vegetarian']"
1702,8ight,8ight,Federal Way,https://www.yelp.com/biz/eight-row-seattle,4.4,187,"7102 Woodlawn Ave NE Seattle, WA 98115",$$$,See all photos from Elizabeth L. for Eight Row,"['New American', 'Cocktail Bars', 'Wine Bars']"
1703,Jin Kook Korean Restaurant,Jin%20Kook%20Korean%20Restaurant,Federal Way,https://www.yelp.com/biz/jin-kook-korean-restaurant-federal-way,4.1,27,"33120 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Jason L. for Jin Kook Korean Restaurant,['Korean']
1704,Vons Chicken,Vons%20Chicken,Federal Way,https://www.yelp.com/biz/vons-chicken-edmonds,4.1,108,"22511 Hwy 99 Ste 102 Edmonds, WA 98026",,Write a Review,"['Korean', 'Chicken Shop']"
1705,Agit,Agit,Federal Way,https://www.yelp.com/biz/agit-federal-way-3,4,52,"33310 Pacific Hwy S Ste 404 Federal Way, WA 98003",$$,336th St & 333rd St,['Korean']
1706,Katsu Burger,Katsu%20Burger,Federal Way,https://www.yelp.com/biz/katsu-burger-seattle,4.2,916,"6538 4th Ave S Seattle, WA 98108",$$,See all photos from Jinyen C. for Katsu Burger,"['Burgers', 'Japanese']"
1707,Hotpot World Rotary,Hotpot%20World%20Rotary,Federal Way,https://www.yelp.com/biz/hotpot-world-rotary-federal-way,3.7,187,"2020 S 320th St Ste G Federal Way, WA 98003",$$,See all photos from Debbie N. for Hotpot World Rotary,"['Hot Pot', 'Juice Bars & Smoothies', 'Seafood']"
1708,Poverty Bay Cafe & Coffee Co,Poverty%20Bay%20Cafe%20%26%20Coffee%20Co,Federal Way,https://www.yelp.com/biz/poverty-bay-coffee-federal-way,3.6,517,"1108 S 322nd Pl Ste A Federal Way, WA 98003",$$,S 11th Pl,"['Coffee & Tea', 'Breakfast & Brunch', 'Diners']"
1709,Poverty Bay Cafe & Coffee Co,Poverty%20Bay%20Cafe%20%26%20Coffee%20Co,Federal Way,https://www.yelp.com/biz/poverty-bay-coffee-federal-way,3.6,517,"1108 S 322nd Pl Ste A Federal Way, WA 98003",$$,S 11th Pl,"['Coffee & Tea', 'Breakfast & Brunch', 'Diners']"
1710,Cockatoo’s Chicken Restaurant,Cockatoo%E2%80%99s%20Chicken%20Restaurant,Federal Way,https://www.yelp.com/biz/cockatoos-chicken-restaurant-federal-way,3.9,135,"33130 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Christine S. for Cockatoo's Chicken Restaurant,"['Korean', 'Chicken Wings']"
1711,Kwan Tip Thai,Kwan%20Tip%20Thai,Federal Way,https://www.yelp.com/biz/kwan-tip-thai-federal-way,4.3,635,"29426 Pacific Hwy S Federal Way, WA 98003",$$,Write a Review,['Thai']
1712,bb.q Chicken and Pub,bb.q%20Chicken%20and%20Pub,Federal Way,https://www.yelp.com/biz/bbq-chicken-and-pub-tukwila,2.5,36,"15901 W Valley Hwy Tukwila, WA 98188",$$,21st St & Strander Blvd,"['Chicken Wings', 'Pubs']"
1713,Youngwol Noodle,Youngwol%20Noodle,Federal Way,https://www.yelp.com/biz/youngwol-noodle-federal-way,4.4,115,"31260 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Justin T. for Youngwol Noodle,"['Korean', 'Noodles']"
1714,Jimmy Mac’s Roadhouse,Jimmy%20Mac%E2%80%99s%20Roadhouse,Federal Way,https://www.yelp.com/biz/jimmy-macs-roadhouse-federal-way,3.5,466,"34902 Pacific Hwy S Federal Way, WA 98003",$$,348th St & 350th St,"['American', 'Barbeque', 'Steakhouses']"
1715,Yangpyung Seoul Restaurant,Yangpyung%20Seoul%20Restaurant,Federal Way,https://www.yelp.com/biz/yangpyung-seoul-restaurant-federal-way,4.2,88,"33310 Pacific Hwy S Ste 405 Federal Way, WA 98003",Unclaimed,336th St & 333rd St,['Korean']
1716,Manila’s Pride,Manila%E2%80%99s%20Pride,Federal Way,https://www.yelp.com/biz/manilas-pride-federal-way,4.1,60,"1500 S 336th St Ste 16 Federal Way, WA 98003",$,See all photos from Ho H. for Manila's Pride,['Filipino']
1717,Pop’s Pizza & Pasta,Pop%E2%80%99s%20Pizza%20%26%20Pasta,Federal Way,https://www.yelp.com/biz/pops-pizza-and-pasta-federal-way-2,4.3,334,"1620 S 312th St Federal Way, WA 98003",$$,See all photos from May D. for Pop's Pizza & Pasta,"['Pizza', 'Italian']"
1718,Koharu Restaurant,Koharu%20Restaurant,Federal Way,https://www.yelp.com/biz/koharu-restaurant-federal-way,3.9,340,"31840 Pacific Hwy S Ste C Federal Way, WA 98003",$$,318th Pl & 316th Pl,"['Japanese', 'Sushi Bars']"
1719,Ban SomTum,Ban%20SomTum,Federal Way,https://www.yelp.com/biz/ban-somtum-federal-way,4,441,"35109 Pacific Hwy S Federal Way, WA 98003",Unclaimed,350th St & 351st St,['Thai']
1720,Musashi’s,Musashi%E2%80%99s,Federal Way,https://www.yelp.com/biz/musashis-seattle,4.1,1295,"1400 N 45th St Seattle, WA 98103",$$,Wallingford,"['Sushi Bars', 'Japanese']"
1721,East India Grill,East%20India%20Grill,Federal Way,https://www.yelp.com/biz/east-india-grill-federal-way,3.9,609,"31845 Gateway Blvd S Federal Way, WA 98003",Unclaimed,See all photos from Melissa W. for East India Grill,['Indian']
1722,Time Out Ale House,Time%20Out%20Ale%20House,Federal Way,https://www.yelp.com/biz/time-out-ale-house-federal-way,3.8,200,"34525 16th Ave S Federal Way, WA 98003",$$,See all photos from Kevin F. for Time Out Ale House,"['New American', 'Sports Bars']"
1723,Chebogz Filipino Food Truck,Chebogz%20Filipino%20Food%20Truck,Federal Way,https://www.yelp.com/biz/chebogz-seattle,4.8,41,"2710 Beacon Ave S Seattle, WA 98144",Unclaimed,See all photos from Marie B. for CheBogz,['Filipino']
1724,Los Bigotes de Villa,Los%20Bigotes%20de%20Villa,Federal Way,https://www.yelp.com/biz/los-bigotes-de-villa-federal-way,4.3,342,"30420 Pacific Hwy S Unit 3-4 Federal Way, WA 98003",$$,See all photos from Stephanie S. for Los Bigotes De Villa,['Mexican']
1725,L&L Hawaiian Barbecue,L%26L%20Hawaiian%20Barbecue,Federal Way,https://www.yelp.com/biz/l-and-l-hawaiian-barbecue-seatac-2,3.8,219,"18613 International Blvd Bldg 3 SeaTac, WA 98188",$$,See all photos from Fern D. for L&L Hawaiian Barbecue,"['Barbeque', 'Hawaiian']"
1726,Cafe Remix,Cafe%20Remix,Federal Way,https://www.yelp.com/biz/cafe-remix-federal-way,3.6,52,"2002 S Commons Ste C2 Federal Way, WA 98003",$$,See all photos from Pearl L. for Cafe Remix,"['Coffee & Tea', 'Breakfast & Brunch', 'Desserts']"
1727,ChangGo Restaurant,ChangGo%20Restaurant,Federal Way,https://www.yelp.com/biz/changgo-restaurant-federal-way,3.8,12,"32610 Pacific Hwy S Ste B3 Federal Way, WA 98003",Unclaimed,325th St & 327th St,['Korean']
1728,Burger Express,Burger%20Express,Federal Way,https://www.yelp.com/biz/burger-express-federal-way,4,471,"32805 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Krissm A. for Burger Express,['Burgers']
1729,Pho My Chau 2,Pho%20My%20Chau%202,Federal Way,https://www.yelp.com/biz/pho-my-chau-restaurant-seattle,3.6,105,"7101 Martin Luther King Jr Way S Ste 201 Seattle, WA 98118",Unclaimed,See all photos from Cole K. for Pho My Chau Restaurant,"['Vietnamese', 'Noodles']"
1730,Burger Express,Burger%20Express,Federal Way,https://www.yelp.com/biz/burger-express-federal-way,4,471,"32805 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Krissm A. for Burger Express,['Burgers']
1731,Monster Burger,Monster%20Burger,Federal Way,https://www.yelp.com/biz/monster-burger-federal-way,4,236,"1703 S 324th St Ste A Federal Way, WA 98003",Unclaimed,S 17th Ave & Pebble Beach Cir,['Burgers']
1732,Verrazano’s,Verrazano%E2%80%99s,Federal Way,https://m.yelp.com/biz/verrazanos-federal-way%3Fstart%3D120,,,,,,
1733,Tokyo Japanese Steak House,Tokyo%20Japanese%20Steak%20House,Federal Way,https://www.yelp.com/biz/tokyo-japanese-steak-house-bellevue,2.6,488,"909 112th Ave NE Ste 109 Bellevue, WA 98004",$$$,See all photos from Reetu P. for Tokyo Japanese Steak House,"['Steakhouses', 'Sushi Bars', 'Teppanyaki']"
1734,Green Iron Mongolian Grill,Green%20Iron%20Mongolian%20Grill,Federal Way,https://www.yelp.com/biz/green-iron-mongolian-grill-federal-way-2,5,1,"31448 Pacific Hwy S Federal Way, WA 98003",,See all photos from Oren S. for Green Iron Mongolian Grill,['Mongolian']
1735,Mediterranean Gyro Grill,Mediterranean%20Gyro%20Grill,Federal Way,https://www.yelp.com/biz/mediterranean-gyro-grill-federal-way,4,502,"34024 Hoyt Rd SW Federal Way, WA 98023",$$,340th St,"['Mediterranean', 'Greek', 'Bars']"
1736,Trapper’s Sushi - Federal Way,Trapper%E2%80%99s%20Sushi%20-%20Federal%20Way,Federal Way,https://www.yelp.com/biz/trapper-s-sushi-federal-way-federal-way,3.1,293,"31835 Pacific Hwy S Ste A Federal Way, WA 98003",$$,318th Pl & 316th Pl,"['Sushi Bars', 'Japanese', 'Asian Fusion']"
1737,Sweet Rice,Sweet%20Rice,Federal Way,https://www.yelp.com/biz/sweet-rice-auburn,4.1,240,"4017 A St SE Ste 107 Auburn, WA 98002",$$,S 41st St & Laurelwood Rd,"['Laotian', 'Thai']"
1738,K-Ton Japanese Cuisine,K-Ton%20Japanese%20Cuisine,Federal Way,https://www.yelp.com/biz/k-ton-japanese-cuisine-federal-way,3.9,74,"31217 Pacific Hwy S Ste C-103 Federal Way, WA 98003",$,312th St & 316th St,"['Japanese Curry', 'Ramen']"
1739,Sun Break Cafe,Sun%20Break%20Cafe,Federal Way,https://www.yelp.com/biz/sun-break-cafe-auburn,4,742,"22 A St SW Auburn, WA 98001",$$,Main St & N 1st St,"['Breakfast & Brunch', 'Bakeries', 'Cafes']"
1740,Sweet Rice,Sweet%20Rice,Federal Way,https://www.yelp.com/biz/sweet-rice-auburn,4.1,240,"4017 A St SE Ste 107 Auburn, WA 98002",$$,S 41st St & Laurelwood Rd,"['Laotian', 'Thai']"
1741,Taquería La Tentación,Taquer%C3%ADa%20La%20Tentaci%C3%B3n,Federal Way,https://www.yelp.com/biz/taquer%25C3%25ADa-la-tentaci%25C3%25B3n-federal-way-3,,,,,,
1742,Pho Fusion & Grill,Pho%20Fusion%20%26%20Grill,Federal Way,https://www.yelp.com/biz/pho-fusion-and-grill-federal-way-3,4.1,249,"2310 SW 336th St Federal Way, WA 98023",$$,S 25th Pl,"['Vietnamese', 'Noodles', 'Asian Fusion']"
1743,Best Sushi,Best%20Sushi,Federal Way,url not found,,,,,,
1744,Pho 7 Simmering Soup,Pho%207%20Simmering%20Soup,Federal Way,https://www.yelp.com/biz/pho-7-simmering-soup-kent,3.1,128,"13121 SE Kent Kangley Rd Ste 105 Kent, WA 98030",$,See all photos from Rachel S. for Pho 7 Simmering Soup,['Vietnamese']
1745,Hello Banh Mi,Hello%20Banh%20Mi,Federal Way,https://www.yelp.com/biz/hello-banh-mi-kirkland,3.8,136,"14304 124th Ave NE Kirkland, WA 98034",$$,144th St & 143rd St,"['Vietnamese', 'Bubble Tea', 'Sandwiches']"
1746,Biscuits Cafe,Biscuits%20Cafe,Federal Way,https://www.yelp.com/biz/biscuits-cafe-federal-way,3.5,456,"35105 Enchanted Pkwy S Ste G104 Federal Way, WA 98003",$$,See all photos from Smaly K. for Biscuits Cafe,"['Cafes', 'Breakfast & Brunch', 'American']"
1747,Bangkok Garden Street Food,Bangkok%20Garden%20Street%20Food,Federal Way,https://www.yelp.com/biz/bangkok-garden-street-food-federal-way-3,3.9,220,"31509 Pacific Hwy S Federal Way, WA 98003",$$,See all photos from Tori L. for Bangkok Garden Street Food,['Thai']
1748,Jack’s BBQ - Algona,Jack%E2%80%99s%20BBQ%20-%20Algona,Federal Way,https://www.yelp.com/biz/jacks-bbq-and-steakhouse-algona-algona,4.3,336,"35731 W Valley Hwy S Algona, WA 98001",$$,See all photos from Nicole T. for Jack's BBQ & Steakhouse - Algona,"['Barbeque', 'Cocktail Bars', 'Steakhouses']"
1749,3 T’s & MORE Mexican Restaurant,3%20T%E2%80%99s%20%26%20MORE%20Mexican%20Restaurant,Federal Way,https://www.yelp.com/biz/3-ts-and-more-mexican-restaurant-federal-way,4.7,39,"27400 Pacific Hwy S Federal Way, WA 98003",,See all photos from Jen L. for 3 T's & MORE Mexican Restaurant,['Mexican']
1750,Mi Chalateca,Mi%20Chalateca,Federal Way,https://www.yelp.com/biz/mi-chalateca-federal-way,3.9,112,"1610 S 341st Pl Ste F Federal Way, WA 98003",$$,S 18th Pl & S 16th Ave,['Salvadoran']
1751,Sapporo Sushi & Roll,Sapporo%20Sushi%20%26%20Roll,Federal Way,https://www.yelp.com/biz/sapporo-sushi-and-roll-fife,4.3,414,"4803 Pacific Hwy E Ste 2 Fife, WA 98424",Unclaimed,See all photos from Krissm A. for Sapporo Sushi & Roll,"['Sushi Bars', 'Japanese']"
