,index,Name,Rating,Num Reviews,Address,Marquee,Distribution,Cost,Tags,Zip Code,Neighborhood
3119,3120,Restaurante Michoacan,4.0,2,"8311 15th Ave NW, Seattle, WA 98117-3604","#1,911 of 2,182 Restaurants in Seattle","[0, 2, 0, 0, 0]",,Mexican,98117,Other
3120,3121,KFC,3.5,4,"9401 Rainier Ave. S, Seattle, WA 98118","#1,912 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,American,98118,Other
3122,3123,Bok A Bok Fried Chicken,4.0,1,"1427 10th Ave, Seattle, WA 98122-3804","#1,913 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,AsianKorean,98122,Capitol Hill
3123,3124,Domino's Pizza,4.0,1,"3220 California Ave SW, Seattle, WA 98116","#1,914 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98116,Other
3124,3125,Nori Presto,4.0,1,"12354 15th Ave NE, Seattle, WA 98125-4878","#1,915 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98125,Northgate
3126,3127,Starbucks,3.5,3,"2135 Queen Anne Ave N, Seattle, WA 98109-2310",#212 of 225 Coffee & Tea in Seattle,"[1, 0, 2, 0, 0]",,,98109,Queen Anne/South Lake Union
3127,3128,Greenlake Grill,3.5,2,"7200 E Green Lake Dr N, Seattle, WA 98115-5302","#1,916 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,,98115,Other
3128,3129,Safeway,3.5,2,"2622 California Ave SW Admiral Junction, Seattle, WA 98116-2459","#1,917 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,,98116,Other
3129,3130,La Pisa,3.5,15,"Seatac airport, Seattle, WA",#299 of 302 Quick Bites in Seattle,"[1, 5, 4, 0, 2]",$,Quick BitesFast Food,,Other
3131,3132,Madeline Bread & Desert,5.0,1,"1401 NE 42nd St, Seattle, WA 98105-6247","#1,918 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,,98105,University District
3132,3133,Magnolia Pizza & Pasta,4.0,1,"2120 W Emerson Pl, Seattle, WA 98199-1256","#1,919 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98199,Other
3135,3136,Teriyaki Time,3.5,3,"3008 NE 127th St, Seattle, WA 98125-4415","#1,920 of 2,182 Restaurants in Seattle","[1, 1, 0, 1, 0]",,,98125,Northgate
3137,3138,Neighbours,5.0,1,"1509 Broadway, Seattle, WA 98122-3810","#1,921 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,,98122,Capitol Hill
3138,3139,Cafe Osita,5.0,1,"7349 35th Ave SW, Seattle, WA 98126-3225","#1,922 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,,98126,Other
3139,3140,Sip and Ship,4.0,9,"1752 NW Market St, Seattle, WA 98107-5239","#1,923 of 2,182 Restaurants in Seattle","[6, 1, 0, 0, 2]",,,98107,Ballard
3140,3141,JUS Bar,5.0,1,"4908 Rainier Ave S Ste A, Seattle, WA 98118-2893","#1,924 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,,98118,Other
3141,3142,Pam's Kitchen,3.5,2,"609 Eastlake Ave E, Seattle, WA 98109-5535","#1,925 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,CaribbeanVegetarian Friendly,98109,Queen Anne/South Lake Union
3142,3143,Rostiteria Y Cocina El Paisano,4.0,2,"9615 15th Ave SW, Seattle, WA 98106-2821","#1,926 of 2,182 Restaurants in Seattle","[1, 0, 1, 0, 0]",,Mexican,98106,Other
3143,3144,Subway,4.0,2,"5401 25th Ave NE Ste 1, Seattle, WA 98105","#1,927 of 2,182 Restaurants in Seattle","[1, 0, 1, 0, 0]",,AmericanDeli,98105,University District
3144,3145,The Blu Grouse,3.5,5,"412 S Orcas St, Seattle, WA 98108-2509","#1,928 of 2,182 Restaurants in Seattle","[1, 3, 0, 0, 1]",,American,98108,Other
3146,3147,El Parche Colombiano,4.0,1,"11740 15th Ave NE, Seattle, WA 98125-5026","#1,929 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98125,Northgate
3148,3149,Einstein Bros. Bagels,4.0,1,"2746 NE 45th St, Seattle, WA 98105-5099","#1,930 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Cafe,98105,University District
3149,3150,Bombay Grill,3.5,21,"4737 Roosevelt Way NE, Seattle, WA 98105-4723","#1,931 of 2,182 Restaurants in Seattle","[7, 7, 2, 3, 2]",$$ - $$$,Indian,98105,University District
3150,3151,Mr Saigon,3.5,2,"215 Pike St, Seattle, WA 98101-2107","#1,932 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,,98101,Downtown
3151,3152,Blue Nile Restaurant,4.0,1,"456 12th Ave, Seattle, WA 98122-5507","#1,933 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98122,Capitol Hill
3152,3153,Green Tree Vietnamese and Chinese Restaurant,4.0,1,"8576 Greenwood Ave N, Seattle, WA 98103-3614","#1,934 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98103,Fremont/Wallingford
3155,3156,Golden City,4.0,3,"5518 20th Ave NW, Seattle, WA 98107-5214","#1,936 of 2,182 Restaurants in Seattle","[1, 1, 1, 0, 0]",,Chinese,98107,Ballard
3156,3157,C & P Coffee,4.0,1,"5612 California Ave SW, Seattle, WA 98136-1515","#1,937 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Cafe,98136,Other
3157,3158,Eden Hill Provisions,4.0,1,"1935 Queen Anne Ave N, Seattle, WA 98109-2549","#1,938 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98109,Queen Anne/South Lake Union
3158,3159,Menchie's Green Lake,4.0,1,"424 NE 71st St, Seattle, WA 98115-5464","#1,938 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",$$ - $$$,American,98115,Other
3159,3160,Jalisco Mexican Restaurant - E. Republican St.,3.5,9,"1467 E Republican St, Seattle, WA 98112-4517","#1,940 of 2,182 Restaurants in Seattle","[2, 3, 1, 2, 1]",$$ - $$$,Mexican,98112,Capitol Hill
3160,3161,A Pizza Mart,4.0,1,"800 Seneca St, Seattle, WA 98101-1096","#1,941 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98101,Downtown
3161,3162,Subway,4.0,1,"7347 35th Avenue NE, Seattle, WA 98115","#1,942 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98115,Other
3162,3163,Driftwood,3.5,3,"2722 Alki Avenue Southwest, Seattle, WA 98116","#1,943 of 2,182 Restaurants in Seattle","[1, 1, 0, 0, 1]",$$ - $$$,American,98116,Other
3164,3165,Westman's Bagel and Coffee,3.5,3,"1509 E Madison St, Seattle, WA 98122-4073","#1,944 of 2,182 Restaurants in Seattle","[0, 1, 2, 0, 0]",,,98122,Capitol Hill
3165,3166,Luciano's Pizza & Pasta,4.0,1,"11064 Lake City Way NE, Seattle, WA 98125-6730","#1,945 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98125,Northgate
3166,3167,McDonald's,3.5,9,"2147 Northgate Way, Seattle, WA 98133","#1,946 of 2,182 Restaurants in Seattle","[2, 3, 1, 0, 2]",,,98133,Bitter Lake
3168,3169,Le's Deli & Bakery,4.0,1,"4219 S Othello St Ste 105, Seattle, WA 98118-3892","#1,947 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",$$ - $$$,AmericanDeli,98118,Other
3169,3170,Pressed Juicery,4.0,1,"315 E Pine St, Seattle, WA 98122","#1,948 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98122,Capitol Hill
3171,3172,Atlantic Street Pizza,4.5,2,"5253 University Way NE, Seattle, WA 98105-3546","#1,949 of 2,182 Restaurants in Seattle","[1, 1, 0, 0, 0]",$$ - $$$,Pizza,98105,University District
3172,3173,Pizza Hut,3.5,4,"1517 SW 104th St, Seattle, WA 98146","#1,950 of 2,182 Restaurants in Seattle","[1, 0, 1, 0, 1]",,Pizza,98146,Other
3174,3175,Ma'ono Fried Chicken,4.0,1,"1610 12th Ave, Seattle, WA 98122-2567","#1,951 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98122,Capitol Hill
3175,3176,Discovery Espresso,5.0,1,"3103 W Jameson St, Seattle, WA 98199-1430",#214 of 225 Coffee & Tea in Seattle,"[1, 0, 0, 0, 0]",,Dessert,98199,Other
3176,3177,Caffe Vita,3.5,13,"5028 Wilson Ave S, Seattle, WA 98118-2085",#215 of 225 Coffee & Tea in Seattle,"[1, 6, 4, 0, 2]",$,Cafe,98118,Other
3177,3178,Voxx Coffee,4.0,1,"1200 6th Ave Corner of 6th & University, Seattle, WA 98101-3123","#1,952 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98101,Downtown
3179,3180,Capital One Café,4.0,1,"333 Westlake Avenue N., Seattle, WA 98109","#1,953 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98109,Queen Anne/South Lake Union
3180,3181,Cafe Arta & Pub at Third Place,3.5,17,"6504 20th Ave NE, Seattle, WA 98115-6944","#1,954 of 2,182 Restaurants in Seattle","[5, 5, 2, 2, 3]",$$ - $$$,BarPubVegetarian Friendly,98115,Other
3181,3182,Banana Leaf Cafe,3.5,4,"4002 University Way NE, Seattle, WA 98105-6209","#1,955 of 2,182 Restaurants in Seattle","[1, 2, 0, 0, 1]",,,98105,University District
3182,3183,Eastlake Zoo Tavern,3.5,3,"2301 Eastlake Ave E, Seattle, WA 98102-3305",#62 of 69 Bars & Pubs in Seattle,"[1, 0, 2, 0, 0]",,Pub,98102,Capitol Hill
3183,3184,Great State Burger,3.5,2,"1111 3rd Ave, Seattle, WA 98101-3292","#1,957 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,CafeFast Food,98101,Downtown
3184,3185,Corte Fino,4.0,1,"6721 Martin Luther King Jr Way S, Seattle, WA 98118-3216","#1,958 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98118,Other
3187,3188,Ding Tea,4.0,1,"4725 University Way NE, Seattle, WA 98105-4412","#1,959 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,AsianHealthyTaiwanese,98105,University District
3188,3189,Nikko Teriyaki,3.5,3,"4710 42nd Ave SW Jefferson Square, Seattle, WA 98116-4500","#1,960 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,,98116,Other
3189,3190,Teak House,3.5,7,"17651 1st Ave S Ste 104, Seattle, WA 98148-2715",#216 of 225 Coffee & Tea in Seattle,"[1, 4, 1, 0, 1]",,Thai,98148,Other
3190,3191,Koibito Sushi & Teriyaki,4.0,1,"1201 Dexter Ave N, Seattle, WA 98109-3518","#1,961 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,JapaneseAsianKorean,98109,Queen Anne/South Lake Union
3193,3194,Than Brothers Pho,3.5,4,"7800 Aurora Ave. N Seattle. WA 98103, Seattle, WA 98103-4754","#1,962 of 2,182 Restaurants in Seattle","[0, 1, 2, 0, 0]",,Vietnamese,98103,Fremont/Wallingford
3195,3196,McDonald's,4.0,1,"6546 California Ave SW, Seattle, WA 98136","#1,963 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98136,Other
3196,3197,Portside Coffee Company,5.0,1,"6720 W Marginal Way SW, Seattle, WA 98106-1930",#217 of 225 Coffee & Tea in Seattle,"[1, 0, 0, 0, 0]",,,98106,Other
3197,3198,Happy Teriyaki,3.5,9,"17165 Southcenter Pkwy, Seattle, WA 98188-3333","#1,964 of 2,182 Restaurants in Seattle","[1, 5, 0, 1, 1]",,ChineseJapanese,98188,Other
3199,3200,The Hungry Husky,5.0,1,"1414 NE 42nd St Ste 103A, Seattle, WA 98105-6271","#1,965 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,JapaneseAmerican,98105,University District
3200,3201,Domino's Pizza,3.5,3,"2928 1st Avenue, Seattle, WA 98121","#1,966 of 2,182 Restaurants in Seattle","[0, 1, 2, 0, 0]",,ItalianAmerican,98121,Belltown
3204,3205,Subway,5.0,1,"97 Denny Way, Seattle, WA 98109","#1,968 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,Fast FoodDeli,98109,Queen Anne/South Lake Union
3205,3206,Trolley Cafe,5.0,1,"2100 Alaskan Way Seattle Marriott Waterfront, Seattle, WA 98121-3139","#1,969 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,,98121,Belltown
3207,3208,Old 5th Avenue Tavern,4.0,1,"8507 5th Ave NE, Seattle, WA 98115-2917","#1,970 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Pub,98115,Other
3210,3211,City Grind,4.0,1,"600 4th Ave, Seattle, WA 98104-1850","#1,971 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98104,Chinatown
3214,3215,A&W Restaurant,4.0,1,"10050 16th Ave SW, Seattle, WA 98146-3730","#1,972 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,AmericanFast Food,98146,Other
3215,3216,FareStart Cafe,4.0,1,"1200 12th Ave S PacTower, Seattle, WA 98144-2712","#1,973 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",$,American,98144,Other
3216,3217,Subway,3.5,2,"2423 Second Ave, Seattle, WA 98121",#300 of 302 Quick Bites in Seattle,"[0, 1, 1, 0, 0]",,Quick BitesAmericanFast Food,98121,Belltown
3217,3218,Dalat Quan,3.5,2,"9988 15th Ave SW Suite #1, Seattle, WA 98146-3723","#1,974 of 2,182 Restaurants in Seattle","[1, 0, 0, 1, 0]",,,98146,Other
3218,3219,Falafel Salam,4.0,1,"500 Boren Ave N South Lake Union, Seattle, WA 98109-5501","#1,975 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Middle Eastern,98109,Queen Anne/South Lake Union
3221,3222,Seasoned in Seattle,4.0,1,"5619 Martin Luther King Jr Way S, Seattle, WA 98118-2211","#1,976 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",$,American,98118,Other
3222,3223,The Woods,4.0,1,"1512 11th Ave, Seattle, WA 98122-3904",#63 of 69 Bars & Pubs in Seattle,"[0, 1, 0, 0, 0]",,BarPub,98122,Capitol Hill
3223,3224,Jimmy John's,3.5,6,"1221 Madison St, Seattle, WA 98104-3588","#1,978 of 2,182 Restaurants in Seattle","[1, 2, 1, 2, 0]",,,98104,Chinatown
3224,3225,Schwarma King,4.0,1,"4337 University Way NE, Seattle, WA 98105-5808","#1,979 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98105,University District
3225,3226,Taco Time NW,4.0,8,"3500 S.W. Avalon Way, Seattle, WA 98126","#1,980 of 2,182 Restaurants in Seattle","[2, 3, 2, 1, 0]",,Mexican,98126,Other
3226,3227,Lakomka Euro Deli,4.0,1,"20011 Aurora Ave N, Seattle, WA 98133-3120","#1,981 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,American,98133,Bitter Lake
3227,3228,Sun Bakery and Deli,4.0,1,"658 S Jackson St, Seattle, WA 98104-2929","#1,982 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98104,Chinatown
3230,3231,Al's Tavern,4.0,1,"2303 N 45th St, Seattle, WA 98103-6905",#64 of 69 Bars & Pubs in Seattle,"[0, 1, 0, 0, 0]",,Pub,98103,Fremont/Wallingford
3231,3232,Jake's Coffee,3.5,5,"1116 NE 47th St, Seattle, WA 98105-4617",#218 of 225 Coffee & Tea in Seattle,"[2, 1, 1, 0, 1]",$,Cafe,98105,University District
3232,3233,Seattle's Best Karaoke,3.0,3,"1818 Minor Ave, Seattle, WA 98101-1414","#1,984 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,,98101,Downtown
3234,3235,Wing Wah Bistro,4.0,1,"923 S Jackson St, Seattle, WA 98104-3013","#1,985 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98104,Chinatown
3237,3238,Jack in the Box,3.0,10,"8502 Aurora Ave N, Seattle, WA 98103","#1,986 of 2,182 Restaurants in Seattle","[2, 1, 4, 1, 2]",$,MexicanAmericanFast Food,98103,Fremont/Wallingford
3239,3240,Kinnaree Thai Cuisine,4.0,2,"3311 W McGraw St, Seattle, WA 98199-3209","#1,987 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,Thai,98199,Other
3240,3241,Elliott Bay Pizza Co,3.5,8,"2115 Queen Anne Ave N, Seattle, WA 98109-2310","#1,988 of 2,182 Restaurants in Seattle","[2, 2, 1, 0, 2]",,,98109,Queen Anne/South Lake Union
3241,3242,Domino's Pizza,4.0,1,"4436 Rainier Ave. S, Seattle, WA 98118","#1,989 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Pizza,98118,Other
3242,3243,McDonald's,4.0,1,"1516 SW 114th Street, Seattle, WA 98146","#1,990 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98146,Other
3243,3244,Subway,4.0,1,"10406 16th Ave SW, Seattle, WA 98146","#1,990 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,American,98146,Other
3244,3245,Starbucks,4.0,1,"17847 1st Ave S Manhattan Village, Seattle, WA 98148-1728",#219 of 225 Coffee & Tea in Seattle,"[0, 1, 0, 0, 0]",,Cafe,98148,Other
3245,3246,KFC,3.5,2,"10050 16th Ave. SW, Seattle, WA 98146","#1,992 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,American,98146,Other
3246,3247,KFC,4.0,1,"201 W Mercer St, Seattle, WA 98119","#1,993 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,American,98119,Other
3248,3249,Moli Bento,4.0,1,"316 15th Ave E, Seattle, WA 98112-5103","#1,994 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,SushiDeli,98112,Capitol Hill
3249,3250,Panda Express,3.5,6,"12513 Lake City Way NE Apt A, Seattle, WA 98125-3464","#1,995 of 2,182 Restaurants in Seattle","[1, 2, 0, 1, 1]",,Chinese,98125,Northgate
3250,3251,Sully's Snowgoose Saloon,3.5,3,"6119 Phinney Ave N, Seattle, WA 98103-5513","#1,996 of 2,182 Restaurants in Seattle","[0, 1, 2, 0, 0]",,,98103,Fremont/Wallingford
3251,3252,Romio's Pizza & Pasta,3.5,8,"12360 Lake City Way NE, Seattle, WA 98125-5447","#1,997 of 2,182 Restaurants in Seattle","[1, 3, 3, 0, 1]",$$ - $$$,ItalianPizza,98125,Northgate
3253,3254,Subway,4.0,1,"6515 California Ave SW, Seattle, WA 98136","#1,998 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Fast Food,98136,Other
3254,3255,Dona Queen Donut & Deli,4.0,1,"2445 4th Ave S Ste 114, Seattle, WA 98134-1939","#1,999 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98134,Other
3256,3257,Pasta & Co,4.0,1,"104 Pike St, Seattle, WA 98101-2010","#2,000 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98101,Downtown
3258,3259,Table 219 Bar & Restaurant,4.0,2,"219 Broadway E Ste 18, Seattle, WA 98102-5733","#2,001 of 2,182 Restaurants in Seattle","[1, 0, 1, 0, 0]",,AmericanVegetarian Friendly,98102,Capitol Hill
3259,3260,Melange,3.5,7,"1201 3rd Ave, Seattle, WA 98101-3029","#2,002 of 2,182 Restaurants in Seattle","[1, 2, 2, 0, 1]",$,JapaneseAmerican,98101,Downtown
3260,3261,Gyro Hut,3.5,13,"11020 8th Ave NE, Seattle, WA 98125-6192",#301 of 302 Quick Bites in Seattle,"[4, 4, 2, 0, 3]",$,Quick BitesFast FoodGreek,98125,Northgate
3262,3263,Subway,3.5,2,"3320 W McGraw, Seattle, WA 98199","#2,003 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98199,Other
3263,3264,Starbucks,3.5,5,"1730 Minor Ave, Seattle, WA 98101-1498",#220 of 225 Coffee & Tea in Seattle,"[0, 2, 1, 0, 1]",,,98101,Downtown
3264,3265,Interbay Street Food Pod,3.5,2,"15th Ave W & Boston, Seattle, WA","#2,004 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,,,Other
3265,3266,Urban Cafe,3.5,3,"351 Elliott Ave W, Seattle, WA 98119-4154","#2,005 of 2,182 Restaurants in Seattle","[1, 1, 0, 1, 0]",$$ - $$$,AmericanDeli,98119,Other
3266,3267,Rancho Bravo Tacos,4.0,1,"1500 Westlake Ave N Ste 118, Seattle, WA 98109-3031","#2,006 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Mexican,98109,Queen Anne/South Lake Union
3267,3268,Lock and Keel,3.0,6,"5144 Ballard Ave NW, Seattle, WA 98107-4811","#2,007 of 2,182 Restaurants in Seattle","[1, 2, 1, 1, 1]",,,98107,Ballard
3268,3269,The Spectator,4.0,1,"529 Queen Anne Ave N, Seattle, WA 98109-4521","#2,008 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98109,Queen Anne/South Lake Union
3270,3271,Domino's Pizza,3.5,3,"302 North 125th St, Seattle, WA 98133","#2,009 of 2,182 Restaurants in Seattle","[1, 1, 0, 0, 1]",,Pizza,98133,Bitter Lake
3271,3272,Subway,3.0,2,"4336 Roosevelt Way NE Ste D, Seattle, WA 98105","#2,010 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,American,98105,University District
3272,3273,Pearls Tea and Coffee,3.5,4,"4800 Delridge Way SW, Seattle, WA 98106-1331",#221 of 225 Coffee & Tea in Seattle,"[2, 0, 0, 1, 1]",,,98106,Other
3273,3274,Chicken Express,4.0,1,"3621 33rd Ave S Ste C5, Seattle, WA 98144-6955","#2,011 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,American,98144,Other
3274,3275,Seattle Central Culinary Arts Cafe Bakery and Restaurant,4.0,1,"1701 Broadway, Seattle, WA 98122-2413","#2,012 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,Cafe,98122,Capitol Hill
3277,3278,Greenlake Wines and Wine Bar,4.0,1,"1400 N 80th St Ste 101, Seattle, WA 98103-4455",#65 of 69 Bars & Pubs in Seattle,"[0, 1, 0, 0, 0]",,Wine Bar,98103,Fremont/Wallingford
3278,3279,Wendy's,3.5,3,"11744 Lake City Way, Seattle, WA 98125","#2,014 of 2,182 Restaurants in Seattle","[0, 1, 0, 1, 0]",,,98125,Northgate
3279,3280,Beach Comber Sports Bar & Grill,4.0,1,"12623 Renton Ave S, Seattle, WA 98178-3712","#2,015 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,98178,Other
3280,3281,Pagliacci,3.5,2,"315 N 145th St, Seattle, WA 98133-6401","#2,016 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,,98133,Bitter Lake
3282,3283,Di Fiora,3.0,9,"1320 University Street Seattle Wa 98101 Suite 1, Seattle, WA 98101-2945","#2,017 of 2,182 Restaurants in Seattle","[3, 0, 2, 3, 1]",$$ - $$$,AsianFusion,98101,Downtown
3283,3284,New China Express,3.5,2,"2809 Thorndyke Ave W, Seattle, WA 98199-2986","#2,018 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,Chinese,98199,Other
3284,3285,Museum Cafe,4.0,1,"1526 Bellevue Ave, Seattle, WA 98122-3606","#2,019 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,CafeDiner,98122,Capitol Hill
3285,3286,Subway,3.0,2,"327 Thornton Place NE Suite 6, Building 2 South Thornton Place Suite 6, Building 2 South, Seattle, WA 98125","#2,020 of 2,182 Restaurants in Seattle","[0, 1, 0, 1, 0]",,American,98125,Northgate
3286,3287,Sabai Sabai Thai Cuisine,3.5,2,"7104 Woodlawn Ave NE, Seattle, WA 98115-5435","#2,021 of 2,182 Restaurants in Seattle","[0, 1, 1, 0, 0]",,Thai,98115,Other
3289,3290,Quiznos,3.0,5,"821 1st Ave, Seattle, WA 98104","#2,022 of 2,182 Restaurants in Seattle","[1, 0, 2, 0, 1]",,,98104,Chinatown
3293,3294,Memo's Mexican Food Restaurant,3.0,2,"4743 University Way NE, Seattle, WA 98105-4412","#2,023 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,Mexican,98105,University District
3294,3295,Taco Gol,3.0,2,"2250 Occidental Ave S, Seattle, WA 98134-1414","#2,024 of 2,182 Restaurants in Seattle","[0, 1, 0, 1, 0]",,Mexican,98134,Other
3296,3297,A Pizza Mart,3.5,7,"9452 35th Ave SW, Seattle, WA 98126-3825","#2,025 of 2,182 Restaurants in Seattle","[1, 3, 0, 0, 2]",$,ItalianPizza,98126,Other
3298,3299,Pagliacci Pizza,3.5,6,"2400 10th Ave E, Seattle, WA 98102-4012","#2,026 of 2,182 Restaurants in Seattle","[1, 4, 0, 0, 1]",,Pizza,98102,Capitol Hill
3299,3300,Ginger Lime Restaurant,2.5,2,"732 12th Ave, Seattle, WA 98122-4408","#2,027 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",$$ - $$$,Vietnamese,98122,Capitol Hill
3302,3303,Subway,3.0,2,"1105 Madison Street Suite 105, Seattle, WA 98104","#2,028 of 2,182 Restaurants in Seattle","[0, 0, 0, 1, 0]",,AmericanDeli,98104,Chinatown
3304,3305,Big Mario's Pizza,3.0,5,"4350 Leary Way NW, Seattle, WA 98107-4554","#2,029 of 2,182 Restaurants in Seattle","[1, 1, 2, 0, 1]",,,98107,Ballard
3305,3306,The Whit's End,3.0,2,"6510 Phinney Ave N, Seattle, WA 98103-5234","#2,030 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,,98103,Fremont/Wallingford
3306,3307,Tanoor Lebanese Grill,3.0,6,"803 Dexter Ave N, Seattle, WA 98109-4320","#2,031 of 2,182 Restaurants in Seattle","[2, 1, 0, 1, 2]",$$ - $$$,LebaneseMediterraneanGreek,98109,Queen Anne/South Lake Union
3307,3308,Mei Mei Cafe,3.0,2,"1004 NE 50th St, Seattle, WA 98105-4619","#2,032 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,Chinese,98105,University District
3309,3310,Café Weekend,3.0,4,"851 Hiawatha Pl S, Seattle, WA 98144-2823","#2,033 of 2,182 Restaurants in Seattle","[1, 0, 1, 1, 1]",$$ - $$$,AmericanCafeInternational,98144,Other
3310,3311,Red Onion Tavern,3.0,2,"4210 E Madison St, Seattle, WA 98112-3237","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 2, 0, 0]",,,98112,Capitol Hill
3311,3312,Jai Thai,3.0,1,"4214 University Way NE, Seattle, WA 98105-5807","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,Thai,98105,University District
3313,3314,Maria Sabina Mexican Restaurant & Bar,3.0,1,"711 Westlake Ave N, Seattle, WA 98109","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,MexicanBarPub,98109,Queen Anne/South Lake Union
3314,3315,MOD Pizza,3.0,1,"4755 Fauntleroy Way SW Suite 150, Seattle, WA 98126","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,,98126,Other
3315,3316,WeRo,3.0,1,"5210 Ballard Ave NW, Seattle, WA 98107-4860","#2,034 of 2,182 Restaurants in Seattle","[0, 0, 1, 0, 0]",,AsianKorean,98107,Ballard
